,emdb_id,map_file,raw_box_size_pixel,raw_pixel_size_angstrom,raw_recommended_contour_level,raw_resolution,downsampled_angpix,normalized_label,vol_raw_min,vol_raw_max
51,EMD-33735,emd_33735.mrc,336,0.82,0.16,3.39,4.30499996244907,-0.809894750616261,4.83883939861318E-11,1.68327808380127
52,EMD-33738,emd_33738.mrc,256,0.82,0.1,3.18,3.27999997138977,-0.535131235348288,7.50511736091752E-11,0.43022894859314
53,EMD-33740,emd_33740.mrc,256,0.82,0.1,2.98,3.27999997138977,-0.565564524552339,1.13713899407841E-11,0.460367560386658
54,EMD-33864,emd_33864.mrc,256,1.08,0.028,2.9,4.32000017166138,-0.662152040247517,5.78356321168094E-11,0.165755033493042
55,EMD-33866,emd_33866.mrc,256,1.08,0.027,2.7,4.32000017166138,-0.697222009019488,2.59147120429404E-10,0.178348496556282
56,EMD-33928,emd_33928.mrc,224,1.0979,0.5,3.52,3.84265011548996,-0.520197599311408,2.66685458438776E-11,2.08419132232666
57,EMD-33930,emd_33930.mrc,256,0.86,1,3.35,3.44000005722046,-0.730989213922445,2.3283064365387E-10,7.43464612960815
58,EMD-36499,emd_36499.mrc,800,1.087,0.425,3.26,13.5875001549721,-0.450309848036686,2.88113229020975E-13,1.54632568359375
59,EMD-36501,emd_36501.mrc,800,1.087,0.438,3.28,13.5875001549721,-0.403020067224051,1.64636126996978E-13,1.46738600730896
60,EMD-36503,emd_36503.mrc,800,1.087,0.313,3.87,13.5875001549721,-0.414364585401457,1.64636126996978E-13,1.06892442703247
61,EMD-36511,emd_36511.mrc,800,1.087,0.341,3.67,13.5875001549721,-0.393011676585005,8.23180634984891E-14,1.12358009815216
62,EMD-36513,emd_36513.mrc,800,1.087,0.399,3.43,13.5875001549721,-0.409811760530202,1.64636126996978E-13,1.35211098194122
63,EMD-36515,emd_36515.mrc,800,1.087,0.47,3.24,13.5875001549721,-0.408773970762391,9.87816816191978E-13,1.58991646766663
64,EMD-36516,emd_36516.mrc,800,1.087,0.418,3.35,13.5875001549721,-0.398493773018914,3.29272253993956E-13,1.38984429836273
65,EMD-36519,emd_36519.mrc,800,1.087,0.429,3.21,13.5875001549721,-0.470632454644411,3.29272253993956E-13,1.62080204486847
66,EMD-36527,emd_36527.mrc,800,1.087,0.336,3.79,13.5875001549721,-0.370394914771256,1.64636126996978E-13,1.06733572483063
67,EMD-36528,emd_36528.mrc,800,1.087,0.339,3.65,13.5875001549721,-0.405692520378053,8.23180634984891E-14,1.14082360267639
68,EMD-36537,emd_36537.mrc,800,1.087,0.367,4.06,13.5875001549721,-0.344042494429997,8.23180634984891E-14,1.11897492408752
69,EMD-36542,emd_36542.mrc,800,1.087,0.444,3.7,13.5875001549721,-0.352928609693481,3.29272253993956E-13,1.37233698368073
70,EMD-36543,emd_36543.mrc,800,1.087,0.353,4.06,13.5875001549721,-0.32907055844231,1.64636126996978E-13,1.05227160453796
71,EMD-36547,emd_36547.mrc,800,1.087,0.461,3.77,13.5875001549721,-0.302309967627554,1.64636126996978E-13,1.32150375843048
72,EMD-36550,emd_36550.mrc,800,1.087,0.425,4,13.5875001549721,-0.281293847443659,3.29272253993956E-13,1.18268084526062
73,EMD-36553,emd_36553.mrc,800,1.087,0.48,3.56,13.5875001549721,-0.339672659639045,3.29272253993956E-13,1.45382440090179
74,EMD-36555,emd_36555.mrc,800,1.087,0.367,4.14,13.5875001549721,-0.325918216473532,3.29272253993956E-13,1.08888864517212
75,EMD-36556,emd_36556.mrc,800,1.087,0.369,4.25,13.5875001549721,-0.309104721737332,1.23477102023997E-13,1.06817924976349
76,EMD-36557,emd_36557.mrc,800,1.087,0.439,3.95,13.5875001549721,-0.254415475510259,3.29272253993956E-13,1.17759954929352
77,EMD-36559,emd_36559.mrc,800,1.087,0.403,3.94,13.5875001549721,-0.322000747469957,8.23180634984891E-14,1.18879187107086
78,EMD-36560,emd_36560.mrc,800,1.087,0.39,4.2,13.5875001549721,-0.319324021388882,4.93908408095989E-13,1.1459196805954
79,EMD-36561,emd_36561.mrc,800,1.087,0.386,4.07,13.5875001549721,-0.325688219567546,6.58544507987913E-13,1.14487099647522
80,EMD-36565,emd_36565.mrc,800,1.087,0.349,4.06,13.5875001549721,-0.325938769286947,1.64636126996978E-13,1.03551423549652
81,EMD-36567,emd_36567.mrc,800,1.087,0.325,4.33,13.5875001549721,-0.391652875661098,3.29272253993956E-13,1.0684689283371
82,EMD-36568,emd_36568.mrc,800,1.087,0.404,4.04,13.5875001549721,-0.311342619275609,1.64636126996978E-13,1.17329752445221
83,EMD-36583,emd_36583.mrc,800,1.087,0.546,3.21,13.5875001549721,-0.444953927472935,6.58544507987913E-13,1.96740424633026
84,EMD-36584,emd_36584.mrc,800,1.087,0.51,3.27,13.5875001549721,-0.44162137699024,6.58544507987913E-13,1.82671749591827
85,EMD-36586,emd_36586.mrc,800,1.087,0.483,3.65,13.5875001549721,-0.308971039769665,3.29272253993956E-13,1.39791536331177
86,EMD-36587,emd_36587.mrc,800,1.087,0.452,3.22,13.5875001549721,-0.444354403527667,6.58544507987913E-13,1.62693631649017
87,EMD-36588,emd_36588.mrc,800,1.087,0.521,3.41,13.5875001549721,-0.372630466892805,6.58544507987913E-13,1.66090309619904
88,EMD-13981,emd_13981.mrc,540,0.83,2.8,2.63,7.00312485918403,-0.844490600503126,2.65217159345354E-09,36.010684967041
89,EMD-14801,emd_14801.mrc,256,0.889,5.13,3.7,3.55599999427795,-0.546508259829533,1.09514935786592E-07,22.6244468688965
90,EMD-14852,emd_14852.mrc,256,0.889,5.13,3.9,3.55599999427795,-0.460331995869743,7.82310962677002E-08,19.0116882324219
91,EMD-16519,emd_16519.mrc,376,1.6000001,0.0541,7,9.40000084042549,-0.165992363181966,1.17991699744024E-10,0.129735022783279
92,EMD-16523,emd_16523.mrc,600,1.600179,0.027,4.7,15.0016777217388,-0.564533837597897,1.17280268829845E-10,0.124005042016506
93,EMD-27391,emd_27391.mrc,640,1.245,0.1,3.4,12.4500000476837,-0.718308218924092,5.75214992282712E-14,0.709995865821838
94,EMD-27684,emd_27684.mrc,320,0.8349999,0.00938,4.9,4.17499959468842,-0.323120153831698,3.11502601491043E-10,0.027715405449271
95,EMD-27717,emd_27717.mrc,180,1.48,0.15,6.9,4.16250005364418,-0.826278106265161,8.49043235717772E-09,1.7268979549408
96,EMD-29299,emd_29299.mrc,256,1.09375,0.09,3.37,4.375,-0.553323483038285,6.14216177918792E-10,0.402976185083389
97,EMD-29603,emd_29603.mrc,352,0.828,0.45,2.23,4.55400004982948,-0.647671765136491,9.02539223912591E-11,2.55443620681763
98,EMD-29604,emd_29604.mrc,352,0.828,0.44,2.54,4.55400004982948,-0.601486702605425,5.415235967976E-11,2.20820736885071
99,EMD-33588,emd_33588.mrc,224,1.014,0.05,2.9,3.54900020360947,-0.923685528930213,1.12273961249556E-19,1.31036746501923
100,EMD-33639,emd_33639.mrc,256,0.858,0.027,2.7,3.43199992179871,-0.71260991693045,4.93860785599764E-10,0.187897920608521
101,EMD-33729,emd_33729.mrc,360,1.0825,0.131,2.2,6.08906239271164,-0.829879238713464,1.82781956237221E-10,1.5400824546814
102,EMD-33734,emd_33734.mrc,400,0.9013001,0.55,3.1,5.63312545418739,-0.865025914530595,1.49011619016148E-11,8.14971256256104
103,EMD-33739,emd_33739.mrc,256,0.82,0.1,3.09,3.27999997138977,-0.57638296743676,2.49301745913755E-10,0.472124546766281
104,EMD-33868,emd_33868.mrc,256,1.08,0.019,3.1,4.32000017166138,-0.705338048459594,1.14059098537539E-12,0.128961339592934
105,EMD-33869,emd_33869.mrc,256,1.08,0.028,2.9,4.32000017166138,-0.672255359504246,7.0475798807923E-11,0.170864731073379
106,EMD-34216,emd_34216.mrc,256,1.0979,1.2,3,4.39160013198853,-0.531060621798326,1.74622982740402E-10,5.11793231964111
107,EMD-34496,emd_34496.mrc,256,1.014,0.0068,3.6,4.05600023269653,-0.90836258437943,1.10991624779899E-08,0.148410767316818
108,EMD-35592,emd_35592.mrc,240,0.9066,0.35,3,3.39974999427795,-0.701847239269585,6.41243863563901E-11,2.3477897644043
109,EMD-35810,emd_35810.mrc,800,1.087,0.5,4.3,13.5875001549721,-0.207641455219496,1.40129846432482E-45,1.26205492019653
110,EMD-36374,emd_36374.mrc,840,0.93,0.7,2.92,12.2062500938773,-0.3664119521484,2.44828051061685E-12,2.20963764190674
111,EMD-36500,emd_36500.mrc,800,1.087,0.4,3.44,13.5875001549721,-0.418572382596204,3.29272253993956E-13,1.37592363357544
112,EMD-36510,emd_36510.mrc,800,1.087,0.429,3.37,13.5875001549721,-0.395218529065638,8.23180634984891E-14,1.41869425773621
113,EMD-36520,emd_36520.mrc,800,1.087,0.413,3.36,13.5875001549721,-0.413045403447022,6.58544507987913E-13,1.40726387500763
114,EMD-36521,emd_36521.mrc,800,1.087,0.387,3.52,13.5875001549721,-0.361980488311339,1.64636126996978E-13,1.2131290435791
115,EMD-36524,emd_36524.mrc,800,1.087,0.361,3.59,13.5875001549721,-0.366895391696108,4.93908408095989E-13,1.14041185379028
116,EMD-36526,emd_36526.mrc,800,1.087,0.391,3.45,13.5875001549721,-0.423358815025922,6.58544507987913E-13,1.3561292886734
117,EMD-36534,emd_36534.mrc,800,1.087,0.462,4.34,13.5875001549721,-0.045964914712835,3.29272253993956E-13,0.9685178399086
118,EMD-36536,emd_36536.mrc,800,1.087,0.424,4.07,13.5875001549721,-0.34627749825901,1.64636126996978E-13,1.2971864938736
119,EMD-36549,emd_36549.mrc,800,1.087,0.428,3.92,13.5875001549721,-0.264455529289699,3.29272253993956E-13,1.16376376152039
120,EMD-36551,emd_36551.mrc,800,1.087,0.426,3.93,13.5875001549721,-0.256327143494667,3.29272253993956E-13,1.14566504955292
121,EMD-36552,emd_36552.mrc,800,1.087,0.445,3.92,13.5875001549721,-0.268916871286216,1.64636126996978E-13,1.2173718214035
122,EMD-36554,emd_36554.mrc,800,1.087,0.393,3.98,13.5875001549721,-0.274001088099361,2.46954204047994E-13,1.08264625072479
123,EMD-36558,emd_36558.mrc,800,1.087,0.43,3.83,13.5875001549721,-0.332894013766258,1.64636126996978E-13,1.28915047645569
124,EMD-36566,emd_36566.mrc,800,1.087,0.323,4.21,13.5875001549721,-0.40416354845401,1.64636126996978E-13,1.08419013023376
125,EMD-36581,emd_36581.mrc,800,1.087,0.5,3.4,13.5875001549721,-0.375183472551461,1.64636126996978E-13,1.60046982765198
126,EMD-36591,emd_36591.mrc,800,1.087,0.562,3.23,13.5875001549721,-0.430942962759892,8.23180607879837E-13,1.97519743442535
127,EMD-40184,emd_40184.mrc,300,0.825,0.04,2.7,3.86718744412065,-0.945214324545206,1.76549504182777E-11,1.46023571491241
128,EMD-40619,emd_40619.mrc,512,1.34,6.63,3.3,10.7200002670288,-0.333370837618393,1.22525609238186E-29,19.8911190032959
129,EMD-40874,emd_40874.mrc,400,0.87,0.183,2.94,5.43750002980232,-0.780715487501803,5.67070002066572E-12,1.66906452178955
130,EMD-40958,emd_40958.mrc,320,0.83000004,0.22,3,4.15000021457672,-0.62284899874096,2.86343847938353E-11,1.16664147377014
131,EMD-40960,emd_40960.mrc,320,0.7888,0.045,3.35,3.94400000572205,-0.633281021954863,5.20625166242073E-12,0.245419532060623
132,EMD-40961,emd_40961.mrc,320,0.7888,0.065,2.77,3.94400000572205,-0.661332856373692,1.04125033248414E-11,0.383857727050781
133,EMD-16145,emd_16145.mrc,540,1.304,0.066,7.76,11.0025001689792,-0.544353704810328,4.46589154545762E-10,0.289698392152786
134,EMD-16325,emd_16325.mrc,300,1.07,0.159,3.38,5.01562524586916,-0.753030179221244,3.87143511693111E-11,1.28760671615601
135,EMD-16327,emd_16327.mrc,300,1.07,0.149,3.5,5.01562524586916,-0.77563222938144,3.1545027007196E-11,1.32817649841309
136,EMD-16344,emd_16344.mrc,300,1.07,0.2,3.5,5.01562524586916,-0.679838022304195,2.86772970821414E-12,1.24936759471893
137,EMD-17114,emd_17114.mrc,320,1.08,0.0628,3.1,5.40000021457672,-0.907605416052471,1.38248407947211E-12,1.35938704013824
138,EMD-17115,emd_17115.mrc,320,1.08,0.0514,3.2,5.40000021457672,-0.919425545760929,9.64385949570046E-12,1.27583861351013
139,EMD-17116,emd_17116.mrc,320,1.08,0.0265,2.9,5.40000021457672,-0.956640279395998,5.92518742403847E-11,1.22233259677887
140,EMD-17117,emd_17117.mrc,320,1.08,0.0266,3.8,5.40000021457672,-0.958196624142696,4.36962185185186E-12,1.27262449264526
141,EMD-26258,emd_26258.mrc,240,1.056,0.17,2.6,3.95999997854233,-0.824947359638775,1.42117109747097E-10,1.94227290153503
142,EMD-26260,emd_26260.mrc,240,1.056,0.26,2.6,3.95999997854233,-0.86990667200975,2.31795538319091E-09,3.99713039398193
143,EMD-26261,emd_26261.mrc,240,1.056,0.35,2.7,3.95999997854233,-0.749036019648243,8.81710329747598E-11,2.78924489021301
144,EMD-27396,emd_27396.mrc,256,1.245,0.1,3.3,4.98000001907349,-0.850641236552433,7.05280417401255E-11,1.3390576839447
145,EMD-27483,emd_27483.mrc,240,1.056,0.4,2.71,3.95999997854233,-0.741239515862606,2.44474218646928E-10,3.09166216850281
146,EMD-27630,emd_27630.mrc,320,0.8349999,0.268,3.1,4.17499959468842,-0.703722937474463,8.85062786948332E-11,1.809117436409
147,EMD-28135,emd_28135.mrc,180,1.045,0.328,3.36,2.93906237930059,-0.608888119276793,6.36865422620758E-08,1.67726922035217
148,EMD-28869,emd_28869.mrc,320,0.82799995,0.006,3.2,4.13999974727631,-0.99140702968412,4.70350592241681E-13,1.39649033546448
149,EMD-29247,emd_29247.mrc,384,1.08,0.128,4,6.48000025749207,-0.745223641339577,1.29695294504018E-08,1.00480270385742
150,EMD-29300,emd_29300.mrc,256,1,0.09,2.66,4,-0.546951382844176,8.12505063230162E-10,0.397308349609375
151,EMD-29390,emd_29390.mrc,700,1.08,0.02,3.5,11.8125004693866,-0.549728122256617,2.62839880069143E-12,0.088835217058659
152,EMD-29392,emd_29392.mrc,400,1.08,0.025,3.6,6.7500002682209,-0.447669354219942,4.63484840784734E-11,0.090525485575199
153,EMD-29553,emd_29553.mrc,288,0.83,0.03,3.5,3.73499992489815,-0.454628639218998,6.30635994813833E-12,0.110016778111458
154,EMD-29572,emd_29572.mrc,288,0.842,0.03,3.4,3.78900003433228,-0.143951167068569,3.16778582531985E-11,0.07008945941925
155,EMD-29903,emd_29903.mrc,256,1.36,0.02,3.8,5.44000005722046,-0.343844159407519,1.4267310943783E-10,0.060961127281189
156,EMD-29978,emd_29978.mrc,224,1.115,0.42,3,3.9025000333786,-0.431390009020572,1.2433311269433E-08,1.47728669643402
157,EMD-29979,emd_29979.mrc,224,1.115,0.44,3.1,3.9025000333786,-0.388782050841156,2.29604557588914E-09,1.43974828720093
158,EMD-33685,emd_33685.mrc,400,1.1,0.72,2.9,6.87500014901161,-0.700246364062683,2.98023238032297E-11,4.80394506454468
159,EMD-33686,emd_33686.mrc,400,1.1,0.65,3,6.87500014901161,-0.639962209448303,8.19563861220729E-11,3.61073207855225
160,EMD-34124,emd_34124.mrc,512,0.82,0.14,3.4,6.55999994277954,-0.764633438322073,1.28621972014104E-12,1.18963372707367
161,EMD-34126,emd_34126.mrc,512,0.82,0.18,3.4,6.55999994277954,-0.786766687271121,4.50176918312395E-12,1.68829154968262
162,EMD-34128,emd_34128.mrc,512,0.82,0.14,3.7,6.55999994277954,-0.823221040404241,5.14487888056414E-12,1.58389890193939
163,EMD-34130,emd_34130.mrc,512,0.82,0.18,3.2,6.55999994277954,-0.739252718173029,5.14487888056414E-12,1.3806471824646
164,EMD-34133,emd_34133.mrc,512,0.82,0.1,3.4,6.55999994277954,-0.826977846088228,1.28621972014104E-12,1.15592133998871
165,EMD-34135,emd_34135.mrc,512,0.82,0.14,3.8,6.55999994277954,-0.666127142917881,1.28621972014104E-12,0.838642597198486
166,EMD-34181,emd_34181.mrc,512,0.82,0.12,3.7,6.55999994277954,-0.702808447926397,1.28621972014104E-12,0.807559967041016
167,EMD-34497,emd_34497.mrc,256,1.04,0.0068,3.7,4.15999984741211,-0.803208915193803,7.61528562431835E-10,0.069108814001083
168,EMD-34551,emd_34551.mrc,256,0.8584,3.99,3.92,3.43359994888306,-0.721229309568145,6.45868055926258E-07,28.6256732940674
169,EMD-34586,emd_34586.mrc,288,0.8584,4.26,4.55,3.86279994249344,-0.586926968772356,2.88308377172086E-09,20.6258926391602
170,EMD-35274,emd_35274.mrc,256,1.144,0.111,6.39,4.57600021362305,-0.655618732844621,8.64018023793989E-11,0.644634366035461
171,EMD-36409,emd_36409.mrc,200,0.85,0.08,3.09,2.65625007450581,-0.912276705746962,1.43069384464511E-11,1.82391691207886
172,EMD-36450,emd_36450.mrc,256,1.32,0.02,4.2,5.28000020980835,-0.202089003428873,3.26540405826137E-10,0.050130903720856
173,EMD-36451,emd_36451.mrc,256,1.32,0.021,3.6,5.28000020980835,-0.165195332680882,1.64765440874293E-11,0.050311170518398
174,EMD-40683,emd_40683.mrc,240,1.056,0.12,3,3.95999997854233,-0.803616020417774,4.65661287307739E-10,1.22209560871124
175,EMD-40686,emd_40686.mrc,240,1.056,0.12,2.8,3.95999997854233,-0.818506138600767,4.19959533815018E-09,1.32235872745514
176,EMD-16144,emd_16144.mrc,300,1.2384,0.045,3.2,5.80499991774559,-0.75367516531353,9.29775076374817E-11,0.365371197462082
177,EMD-16357,emd_16357.mrc,256,1.09,0.04,3.98,4.3600001335144,-0.950456669381138,4.69890055684874E-12,1.61474812030792
178,EMD-17207,emd_17207.mrc,300,1.02,0.0144,2.9,4.78124991059303,-0.978169290002673,2.9677232893377E-11,1.31924247741699
179,EMD-27395,emd_27395.mrc,256,1.245,0.015,6,4.98000001907349,-0.303488955338889,3.6430369831919E-10,0.043071821331978
180,EMD-27852,emd_27852.mrc,500,0.8261,2.8,1.91,6.45390618592501,-0.774903472108752,2.79396772384644E-09,24.8782157897949
181,EMD-27854,emd_27854.mrc,546,0.665,3.7,2.35,5.67328143306077,-0.598487226967162,8.98989327424715E-10,18.4302978515625
182,EMD-27855,emd_27855.mrc,500,0.8261,4.8,2.23,6.45390618592501,-0.660003815817978,7.45058059692383E-09,28.2356109619141
183,EMD-27857,emd_27857.mrc,512,0.665,2.8,2.27,5.32000017166138,-0.655365967690964,3.72529029846191E-09,16.2491207122803
184,EMD-27858,emd_27858.mrc,500,0.8261,3.4,2.38,6.45390618592501,-0.703346716765075,7.45058059692383E-09,22.9223823547363
185,EMD-27867,emd_27867.mrc,500,0.665,4.1,2.35,5.19531266763806,-0.492914804144304,5.58793544769287E-09,16.1708526611328
186,EMD-27868,emd_27868.mrc,500,0.83,3.11,2.25,6.48437486961484,-0.647547232676747,1.49011611938477E-08,17.6477546691895
187,EMD-27869,emd_27869.mrc,500,0.648,2,1.99,5.06250001490116,-0.732167471945874,3.72529029846191E-09,14.9347057342529
188,EMD-27876,emd_27876.mrc,500,0.8261,3.8,2.13,6.45390618592501,-0.685103209283594,5.96046447753906E-08,24.1348915100098
189,EMD-27877,emd_27877.mrc,500,0.83,2,2.29,6.48437486961484,-0.764285597002303,1.30385160446167E-08,16.9696884155273
190,EMD-27878,emd_27878.mrc,500,0.8261,4.4,2.09,6.45390618592501,-0.662690558660348,7.45058059692383E-09,26.0888042449951
191,EMD-27879,emd_27879.mrc,500,0.8261,2.524,2.53,6.45390618592501,-0.777031496875196,1.49011611938477E-08,22.6399688720703
192,EMD-27880,emd_27880.mrc,686,0.525,1.979,2.3,5.62734349444509,-0.716632582792819,3.72529029846191E-09,13.9677314758301
193,EMD-27881,emd_27881.mrc,686,0.525,1.133,2.32,5.62734349444509,-0.826127643172518,3.25962901115418E-09,13.0325489044189
194,EMD-27882,emd_27882.mrc,512,0.665,1.886,2.32,5.32000017166138,-0.794436444319352,1.49011611938477E-08,18.3495559692383
195,EMD-27883,emd_27883.mrc,512,0.665,1.54,2.27,5.32000017166138,-0.831954078729036,7.45058059692383E-09,18.3283233642578
196,EMD-27884,emd_27884.mrc,512,0.8261,3.72,2.05,6.60879993438721,-0.697933859418073,7.45058059692383E-09,24.6303672790527
197,EMD-27889,emd_27889.mrc,320,1.08,0.15,3.13,5.40000021457672,-0.761186586878305,5.14992581912566E-09,1.2562108039856
198,EMD-27890,emd_27890.mrc,320,1.08,0.12,3.43,5.40000021457672,-0.76605469491134,3.9032586190979E-11,1.02588081359863
199,EMD-28278,emd_28278.mrc,256,1.151,0.14,3.7,4.60400009155273,-0.801672750734628,5.46141708246406E-11,1.41180801391602
